"STATION_NAME_FULL","STATION_NAME","EMS_ID","SERIAL","ADDRESS","CITY","LAT","LONG","ELEVATION","STATUS_DESCRIPTION","OWNER","REGION","STATUS","OPENED","CLOSED","NAPS_ID"
"Langford Dogwood School","Langford Dogwood School","E249735",295,"2720 Jacklin Road","Victoria",48.453,-123.5043,80,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2002-12-11 00:00:00,NA,10
"Langford Lakewood  School_60","Langford Lakewood  School","E264882",91,"2363 Setchfield","Victoria",48.4658,-123.5075,100,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2007-08-02 00:00:00,NA,100316
"Langford Lakewood Elementary School","Langford Lakewood Elementary School","E264882",14,"2363 Setchfield Road","Victoria",48.4658,-123.5075,100,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2007-08-02 00:00:00,NA,100316
"Langford Lakewood School_15","Langford Lakewood School","E264882",90,"2363 Setchfield","Victoria",48.4658,-123.5075,100,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2007-08-02 00:00:00,NA,100316
"Langley Central","Langley Central","E209178",256,"23752 52nd Avenue","Langley",49.0956,-122.5669,82,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1992-06-06 00:00:00,NA,10
"Langley Peterson","Langley Peterson","M110515",324,"Peterson Road","Langley",49.0872,-122.5733,110,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1987-02-19 00:00:00,NA,10
"Langley Peterson School","Langley Peterson School","E206707",328,"Peterson Road","Langley",49.0875,-122.5722,0,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1986-12-06 00:00:00,NA,10
"Lavington Baptist Church","Lavington Baptist Church","E304590",490,"9681 School Road","Coldstream",50.23081,-119.10674,537,"OPERATIONAL","ENV","03 - Southern Interior","ON",2015-11-09 00:00:00,NA,10
"Lavington Pinnacle Pellets","Lavington Pinnacle Pellets","E310508",536,"West on Highway 6 to Lavington","Vernon",50.23372,-119.09766,529,"E-BAM OPERATIONAL","ENV","03 - Southern Interior","OFF",2017-11-21 00:00:00,NA,10
"Mackenzie","Mackenzie","0770709",92,"Worthington Mackenzie","Mackenzie",55.3363,-123.0955,645,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1991-01-09 00:00:00,NA,10
"MAML North Road","MAML North Road","E",62,"North Road Lab","Victoria",NA,NA,0,"MOBILE NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2009-12-24 00:00:00,NA,10
"Manalta","Manalta","E230577",385,"Telkwa Coal Mine Road","Telkwa",54.645,-127.1203,0,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1998-01-20 00:00:00,NA,10
"Maple Ridge Golden Ears School","Maple Ridge Golden Ears School","E232245",258,"23124 118th Avenue","Maple Ridge",49.215,-122.5819,100,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1998-01-02 00:00:00,NA,10
"Merritt City Hall","Merritt City Hall","0605040",343,"2185 Voght Street","Merritt",50.1128,-121.7889,500,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",1998-02-09 00:00:00,NA,10
"Merritt Gillis House","Merritt Gillis House","E264161",221,"in back garden of Gillis house","Merritt",50.1806,-120.5556,602,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",2010-02-16 00:00:00,NA,10
"Merritt Granite-Garcia Mobile","Merritt Granite-Garcia Mobile","E237431",344,"2113 Granite Street","Merritt",50.1128,-121.7889,500,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",1999-05-14 00:00:00,NA,10
"Merritt Parcel Street","Merritt Parcel Street","E264682",557,"1301 Parcel Street","Merritt",50.105,-120.7921,603,"E-BAM OPERATIONAL","ENV","03 - Southern Interior","ON",2018-10-12 14:34:46,NA,10
"Merritt Parcel Street Met_15","Merritt Parcel Street","E264682",93,"1301 Parcel Street","Merritt",50.105,-120.7921,603,"OPERATIONAL","ENV","03 - Southern Interior","ON",2006-12-04 00:00:00,NA,10
"Merritt Parcel Street Met_60","Merritt Parcel Street","E264682",94,"1301 Parcel Street","Merritt",50.105,-120.7921,603,"OPERATIONAL","ENV","03 - Southern Interior","ON",2006-04-12 00:00:00,NA,10
"Merritt Tolko SW","Merritt Tolko SW","E264842",100,"fenced compound at intersection","Merritt",50.2139,-120.8403,619,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",2009-02-10 00:00:00,NA,10
"Mission School Works Yard","Mission School Works Yard","E302130",474,"32939 7th Avenue","Mission",49.14149,-122.311078,74,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2014-08-07 00:00:00,NA,10
"Mission School Works Yard Met","Mission School Works Yard","E302130",476,"32939 7th Avenue","Mission",49.14149,-122.311078,74,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2015-05-20 14:57:03,NA,10
"Moricetown MAML","Moricetown MAML","E277629",215,"200 Block Beaver Road","Moricetown",NA,NA,0,"MOBILE NON OPERATIONAL","ENV","06 - Skeena","OFF",2009-10-22 00:00:00,NA,10
"Nanaimo Labieux Road","Nanaimo Labieux Road","E229797",10,"2080A Labieux Road","Nanaimo",49.20083,-123.99389,121,"OPERATIONAL","ENV","01 - Vancouver Island","ON",1997-01-12 00:00:00,NA,102102
"Nelson","Nelson","M114216",361,"Nelson Airport","Nelson",49.4928,-117.2969,538,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",1985-10-23 00:00:00,NA,10
"Nelson Kutenai Place","Nelson Kutenai Place","E258315",89,"333 Victoria Street","Nelson",49.4908,-117.2952,542,"NON OPERATIONAL","ENV","04 - Kootenay","OFF",2005-03-23 00:00:00,NA,103302
"New Hazelton School Met_15","New Hazelton School","E260397",95,"3275 Bowser Street","New Hazelton",55.2452,-127.5861,321,"NON OPERATIONAL","ENV","06 - Skeena","OFF",2005-11-08 00:00:00,NA,10
"New Hazelton School Met_60","New Hazelton School","E260397",96,"3275 Bowser Street","New Hazelton",55.2452,-127.5861,321,"NON OPERATIONAL","ENV","06 - Skeena","OFF",2005-11-08 00:00:00,NA,10
"New Westminster Sapperton Park","New Westminster Sapperton Park","E308566",530,"351 E Columbia Street","New Westminster",49.227045,-122.894487,45,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2015-11-01 00:00:00,NA,10
"New Westminster Sapperton Park Met","New Westminster Sapperton Park","E308566",531,"351 E Columbia Street","New Westminster",49.227045,-122.894487,45,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2015-11-01 00:00:00,NA,10
"North Burnaby Capitol Hill","North Burnaby Capitol Hill","E244516",252,"Grosvenor Crescent","Burnaby",49.2878,-122.9856,200,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2000-01-01 00:00:00,NA,10
"North Delta","North Delta","E207723",246,"8544 116 Street","Delta",49.1583,-122.9017,111,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1987-01-06 00:00:00,NA,10
"North Nechako","North Nechako","E267442",237,"On a scaffold","Prince George",53.9532,-122.8266,0,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2010-03-15 00:00:00,NA,10
"North Vancouver Mahon Park","North Vancouver Mahon Park","E209177",255,"16th Street and Jones Avenue","North Vancouver",49.3239,-123.0836,80,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1990-04-01 00:00:00,NA,10
"North Vancouver Second Narrows","North Vancouver Second Narrows","0310179",243,"75 Riverside Drive","North Vancouver",49.3017,-123.0203,15,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1977-01-04 00:00:00,NA,10
"Northport Washington","Northport Washington","E222689",362,"Flat Creek Road","Spokane",48.9256,-117.7797,420,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1995-12-21 00:00:00,NA,10
"Oliver Firehall","Oliver Firehall","E270643",101,"on the roof of Firehall","Oliver",49.1775,-119.5856,305,"NON OPERATIONAL","ENV","03 - Southern Interior","OFF",2011-03-08 00:00:00,NA,10
"Osoyoos Canada Customs","Osoyoos Canada Customs","E257415",12,"202 Hwy 97S","Osoyoos",49,-119.4625,308,"NON OPERATIONAL","MVRD","03 - Southern Interior","OFF",2004-11-01 00:00:00,NA,105604
"Osoyoos Canada Customs_60","Osoyoos Canada Customs","E257415",120,"202 Highway 97 South","Osoyoos",49,-119.4625,308,"NON OPERATIONAL","MVRD","03 - Southern Interior","OFF",2004-11-01 00:00:00,NA,105604
"Osoyoos Shaw Gardens","Osoyoos Shaw Gardens","E244775",345,"6601 89the Street","Osoyoos",49.0322,-119.4689,297,"NON OPERATIONAL","INDUSTRY","03 - Southern Interior","OFF",2001-01-08 00:00:00,NA,10
"Parksville Ballenas School","Parksville Ballenas School","E312830",548,"135 Pvm St","Nanaimo",49.321787,-124.33824,141,"E-BAM OPERATIONAL","ENV","01 - Vancouver Island","ON",2018-06-25 12:25:43,NA,10
"Peace Valley Attachie Flat Upper Terrace_1","Peace Valley Attachie Flat Upper Terrace","E304453",484,"Fenced-in area of flat field","Fort St John",56.231213,-121.41944,480,"BC HYDRO","INDUSTRY-BCH","07 - Omineca-Peace","ON",2015-10-28 12:08:03,NA,10
"Peace Valley Attachie Flat Upper Terrace_60","Peace Valley Attachie Flat Upper Terrace","E304453",485,"Fenced-in area of flat field","Fort St John",56.231213,-121.41944,480,"BC HYDRO","INDUSTRY-BCH","07 - Omineca-Peace","ON",2015-10-28 00:00:00,NA,10
"Peace Valley Attachie Flat Upper Terrace_Met_60","Peace Valley Attachie Flat Upper Terrace","E304453",540,"Fenced-in area of flat field","Fort St John",56.231213,-121.41944,480,"BC HYDRO","INDUSTRY-BCH","07 - Omineca-Peace","ON",2017-12-12 15:47:58,NA,10
"Pemberton Clover Road","Pemberton Clover Road","E206167",329,"Clover Road","Pemberton",122.7897,50.3225,0,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1984-01-10 00:00:00,NA,10
"Pemberton Signal Hill Elementary","Pemberton Signal Hill Elementary","E260557",121,"1410 Portage Road","Pemberton",50.31355,-122.78987,211,"NON CONTINUOUS","ENV","02 - Lower Mainland","OFF",2011-12-08 00:00:00,NA,10
"Penticton Carmi School","Penticton Carmi School","0500869",346,"Carmi School","Penticton",49.4847,-119.5833,0,"NON OPERATIONAL","MVRD","03 - Southern Interior","OFF",1983-11-21 00:00:00,NA,10
"PG Marsulex Met_1","PG Marsulex","E278829",231,"3025 Industrial Way","Prince George",53.845,-122.6672,595,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2010-04-30 00:00:00,NA,10
"PG Marsulex Met_15","PG Marsulex","E278829",232,"3025 Industrial Way","Prince George",53.845,-122.6672,595,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2010-04-30 00:00:00,NA,10
"PG Marsulex Met_60","PG Marsulex","E278829",233,"3025 Industrial Way","Prince George",53.845,-122.6672,595,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2010-04-30 00:00:00,NA,10
"PG Van Bien School","PG Van Bien School","0450232",238,"On roof of school","Prince George",53.8905,-122.7615,0,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2010-03-15 00:00:00,NA,10
"PG Western Acres","PG Western Acres","E259277",239,"On a scaffold","Prince George",53.8215,-122.8758,753,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2010-03-15 00:00:00,NA,10
"Pine River Airport","Pine River Airport","0770701",400,"Airport","Chetwynd",55.6778,-121.625,0,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1993-01-04 00:00:00,NA,10
"Pine River Bend River Ranch","Pine River Bend River Ranch","0770702",401,"Hasler Flats","Chetwynd",55.6222,-121.9167,0,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1993-01-04 00:00:00,NA,10
"Pine River Gas Plant_1","Pine River Gas Plant","0770703",105,"Gas Plant at end of Airstrip","Chetwynd",55.570022,-121.928814,1159,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1993-01-04 00:00:00,NA,103702
"Pine River Gas Plant_15","Pine River Gas Plant","0770703",106,"Gas Plant at end of Airstrip","Chetwynd",55.570022,-121.928814,1159,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1993-01-04 00:00:00,NA,103702
"Pine River Gas Plant_60","Pine River Gas Plant","0770703",107,"Gas Plant at end of Airstrip","Chetwynd",55.570022,-121.928814,1159,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1993-01-04 00:00:00,NA,103702
"Pine River Hasler_1","Pine River Hasler","E237631",108,"Gas Plant next to Pumphouse","Chetwynd",55.601678,-121.99348,602,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1999-05-26 00:00:00,NA,103704
"Pine River Hasler_15","Pine River Hasler","E237631",109,"Gas Plant next to Pumphouse","Chetwynd",55.601678,-121.99348,602,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1999-05-26 00:00:00,NA,103704
"Pine River Hasler_60","Pine River Hasler","E237631",110,"Gas Plant next to Pumphouse","Chetwynd",55.601678,-121.99348,602,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1999-05-26 00:00:00,NA,103704
"Pitt Meadows","Pitt Meadows","M110510",330,NA,"Pitt Meadows",49.2167,-122.7167,3,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1985-10-04 00:00:00,NA,10
"Pitt Meadows Airport","Pitt Meadows Airport","E206169",331,"Airport","Pitt Meadows",49.2089,-122.7063,15,"NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1985-01-03 00:00:00,NA,10
"Pitt Meadows Meadowlands School","Pitt Meadows Meadowlands School","E232244",501,"18477 Dewdney Trunk Road","Pitt Meadows",49.2453,-122.7089,20,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1998-01-02 00:00:00,NA,10
"Pitt Meadows Meadowlands School_OLD","Pitt Meadows Meadowlands School","E232244",250,"18477 Dewdney Trunk Road","Pitt Meadows",49.2453,-122.7089,20,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1998-01-02 00:00:00,NA,10
"Port Alberni","Port Alberni","0110258",296,"5279 River Road","Port Alberni",49.2617,-124.8244,0,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1978-01-04 00:00:00,NA,10
"Port Alberni BC Hydro","Port Alberni BC Hydro","E244234",297,"4820 Wallace Street","Port Alberni",49.25,-124.8092,10,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2001-06-15 00:00:00,NA,10
"Port Alberni Elementary","Port Alberni Elementary","E273483",263,"4645 Helen Street","Port Alberni",49.261014,-124.806628,21,"OPERATIONAL","INDUSTRY","01 - Vancouver Island","ON",2010-05-31 00:00:00,NA,102602
"Port Alberni Firehall MAML","Port Alberni Firehall MAML","E296090",457,"Port Alberni Firehall","Port Alberni",49.243056,-124.796667,44,"MOBILE NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",2014-01-27 00:00:00,NA,10
"Port Alberni Met","Port Alberni","M103335",298,"Corner of 9th Ave and Morton Street","Port Alberni",49.2456,-124.8014,51,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1989-01-18 00:00:00,NA,10
"Port Alberni Port Authority","Port Alberni Port Authority","E310612",541,"2750 Harbour Road","Port Alberni",49.227798,-124.81254,1,"OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",2017-12-13 08:23:51,NA,10
"Port Alberni Townsite","Port Alberni Townsite","E228065",111,"5410 Argyle Street","Port Alberni",49.2344,-124.8147,10,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1997-09-02 00:00:00,NA,102601
"Port Alice Hospital","Port Alice Hospital","0110101",299,"1090 Marine Drive","Port Alice",50.425,-127.4792,0,"NON OPERATIONAL","ENV","01 - Vancouver Island","OFF",1990-01-05 00:00:00,NA,10
"Port Alice Lake Road","Port Alice Lake Road","E221822",112,"Lake Road","Port Alice",50.3668,-127.4333,152,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1995-03-22 00:00:00,NA,107001
"Port Alice Mill_15","Port Alice Mill","E234430",113,"Port Alice Mill","Port Alice",50.3842,-127.2505,88,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1998-01-11 00:00:00,NA,10
"Port Alice Mill_60","Port Alice Mill","E234430",114,"Port Alice Mill","Port Alice",50.3842,-127.2505,88,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1998-01-11 00:00:00,NA,10
"Port Alice Trailer","Port Alice Trailer","0110501",115,NA,"Port Alice",50.3892,-127.4553,10,"NON OPERATIONAL","INDUSTRY","01 - Vancouver Island","OFF",1980-07-22 00:00:00,NA,10
"Port Coquitlam North","Port Coquitlam North","E207421",332,"Hamilton and Paisley","Port Coquitlam",49.28,-122.7342,32,"METRO VANCOUVER NON OPERATIONAL","MVRD","02 - Lower Mainland","OFF",1987-01-06 00:00:00,NA,10
"Port Edward Elementary","Port Edward Elementary","0660606",386,"633 Sunset","Prince Rupert",54.2244,-130.2833,35,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1993-05-03 00:00:00,NA,10
"Port Edward Mill","Port Edward Mill","E243949",325,"Skeena Cellulose Inc.","Port Edward",54.2336,-130.2922,30,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",2001-05-20 00:00:00,NA,10
"Port Edward Pacific","Port Edward Pacific","E225184",387,"770 Pacific Street","Port Edward",54.2208,-130.2897,10,"NON OPERATIONAL","INDUSTRY","06 - Skeena","OFF",1997-03-01 00:00:00,NA,10
"Port Mellon_15","Port Mellon","E226338",116,"Howe Sound Pulp & Paper","Gibsons",49.5228,-123.4822,3,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",1997-05-27 00:00:00,NA,10
"Port Mellon_60","Port Mellon","E226338",117,"Howe Sound Pulp & Paper","Gibsons",49.5228,-123.4822,3,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",1997-05-27 00:00:00,NA,10
"Port Moody Rocky Point Park","Port Moody Rocky Point Park","0310162",244,"Moody Street and Esplanade","Port Moody",49.2808,-122.8492,15,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",1977-01-03 00:00:00,NA,10
"Port Moody Rocky Point Park Met","Port Moody Rocky Point Park","0310162",475,"Moody Street and Esplanade","Port Moody",49.2808,-122.8492,15,"METRO VANCOUVER","MVRD","02 - Lower Mainland","ON",2015-01-01 00:00:00,NA,10
"Porteau Cove","Porteau Cove","E206986",333,"Porteau Cove Provincial Park","Britannia Beach",49.5586,-123.2325,0,"NON OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",1987-08-06 00:00:00,NA,10
"Pouce Coupe 200 Road BCOGC CAMEL","Pouce Coupe 200 Road BCOGC CAMEL","E307124",521,"3699 200 Road","Pouce Coupe",55.634323,-120.132649,833,"BC OGC MOBILE","BC OGC","07 - Omineca-Peace","OFF",2016-09-11 00:00:00,NA,10
"Powell River Cranberry Centre","Powell River Cranberry Centre","E207286",334,NA,"Powell River",49.5586,-123.2325,0,"NON OPERATIONAL","ENV","02 - Lower Mainland","OFF",1987-10-15 00:00:00,NA,10
"Powell River Cranberry Lake_1","Powell River Cranberry Lake","0220204",118,"Wildlife Sanctuary","Powell River",49.866905,-124.521819,209,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",1990-01-07 00:00:00,NA,102301
"Powell River Cranberry Lake_60","Powell River Cranberry Lake","0220204",119,"Wildlife Sanctuary","Powell River",49.866905,-124.521819,209,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",1990-07-01 00:00:00,NA,102301
"Powell River Hospital","Powell River Hospital","0220206",335,"Hospital","Powell River",49.8736,-124.5458,0,"NON OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",1990-01-07 00:00:00,NA,10
"Powell River James Thomson School","Powell River James Thomson School","E271963",122,"6388 Sutherland Drive","Powell River",49.889299,-124.5624,125,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",2008-06-15 00:00:00,NA,102303
"Powell River Lawn Bowling Club","Powell River Lawn Bowling Club","0110063",123,"5714 Marine Avenue","Powell River",49.8708,-124.5478,20,"NON OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",1978-07-12 00:00:00,NA,10
"Powell River Pacifica Met_1","Powell River Pacifica","E238705",124,"6270 Yew Street","Powell River",49.8742,-124.5556,45,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","OFF",2000-07-19 00:00:00,NA,10
"Powell River Pacifica Met_15","Powell River Pacifica","E238705",125,"6270 Yew Street","Powell River",49.8742,-124.5556,45,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",2000-07-19 00:00:00,NA,10
"Powell River Pacifica Met_60","Powell River Pacifica","E238705",126,"6270 Yew Street","Powell River",49.8742,-124.5556,45,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",2000-07-19 00:00:00,NA,10
"Powell River Townsite Helipad","Powell River Townsite Helipad","E271964",127,"Walnut & Arbutus","Powell River",49.8747,-124.5541,62,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",2008-06-21 00:00:00,NA,10
"Powell River Wildwood_1","Powell River Wildwood","0220205",129,"6105 Lund Street","Powell River",49.886894,-124.558104,136,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",1990-01-07 00:00:00,NA,102302
"Powell River Wildwood_60","Powell River Wildwood","0220205",130,"6105 Lund Street","Powell River",49.886894,-124.558104,136,"OPERATIONAL","INDUSTRY","02 - Lower Mainland","ON",1990-01-07 00:00:00,NA,102302
"Power Cons,New Recovery Boiler Stack","Power Cons,New Recovery Boiler Stack","E215732",365,NA,"Castlegar",49.3353,-117.7278,0,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1993-01-07 00:00:00,NA,10
"Power Consolidated, New Lime Kiln","Power Consolidated, New Lime Kiln","E215733",364,NA,"Castlegar",49.3353,-117.7278,0,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1993-01-07 00:00:00,NA,10
"Power Consolidated,#2 Power Boiler","Power Consolidated,#2 Power Boiler","E102292",363,NA,"Castlegar",49.3353,-117.7278,0,"NON OPERATIONAL","INDUSTRY","04 - Kootenay","OFF",1993-01-07 00:00:00,NA,10
"Prince George 18th Avenue MAML","Prince George 18th Avenue MAML","E309666",535,"4051 18th Avenue","Prince George",53.906819,-122.79525,608,"MOBILE","ENV","07 - Omineca-Peace","OFF",2017-09-07 10:43:42,NA,10
"Prince George BC Rail Warehouse","Prince George BC Rail Warehouse","E224013",132,"1108 Industrial Way","Prince George",53.871,-122.743,590,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1996-09-28 00:00:00,NA,100203
"Prince George CBC Transmitter","Prince George CBC Transmitter","E209179",133,"Gunn Road","Prince George",53.90339,-122.703963,733,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1995-01-04 00:00:00,NA,10
"Prince George Denicola Ranch_1","Prince George Denicola Ranch","E283370",420,"1885 Foreman Road","Prince George",53.9353,-122.6814,581,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2011-06-24 00:00:00,NA,100213
"Prince George Denicola Ranch_60","Prince George Denicola Ranch","E283370",281,"1885 Foreman Road","Prince George",53.9353,-122.6814,581,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2010-08-01 00:00:00,NA,100213
"Prince George District Energy Building","Prince George District Energy Building","E309446",532,"215 George St","Prince George",53.916844,-122.742703,572,"E-BAM OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2017-05-17 09:40:14,NA,10
"Prince George Exploration Place","Prince George Exploration Place","E293670",528,"333 Becott Place","Prince George",53.905139,-122.734049,576,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2017-03-01 12:07:54,NA,100214
"Prince George Exploration Place Trailer_1","Prince George Exploration Place Trailer","E283369",421,"333 Becott Place","Prince George",53.9053,-122.7344,576,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2011-06-24 00:00:00,NA,10
"Prince George Exploration Place Trailer_60","Prince George Exploration Place Trailer","E283369",280,"333 Becott Place","Prince George",53.9053,-122.7344,576,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",2010-08-01 00:00:00,NA,10
"Prince George Exploration Place_1","Prince George Exploration Place","E293670",441,"333 Becott Place","Prince George",53.905139,-122.734049,576,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2013-05-24 11:18:02,NA,100214
"Prince George Exploration Place_60","Prince George Exploration Place","E293670",444,"333 Becott Place","Prince George",53.905139,-122.734049,576,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",2013-06-27 11:16:19,NA,100214
"Prince George Foreman Flats","Prince George Foreman Flats","0450325",402,"1895 Foreman Road","Prince George",53.9339,-122.6822,578,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1982-11-06 00:00:00,NA,10
"Prince George Foreman Flats_60","Prince George Foreman Flats","M109940",403,"Foreman Flats Road","Prince George",53.9333,-122.6827,578,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1985-01-17 00:00:00,NA,10
"Prince George Gladstone School","Prince George Gladstone School","0450270",134,"7005 Gladstone Drive","Prince George",53.8592,-122.7633,583,"NON OPERATIONAL","INDUSTRY","07 - Omineca-Peace","OFF",1985-02-28 00:00:00,NA,100205
"Prince George Gladstone School_15","Prince George Gladstone School","0450270",135,"7005 Gladstone Drive","Prince George",53.8592,-122.7633,583,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1985-02-28 00:00:00,NA,100205
"Prince George Gladstone School_60","Prince George Gladstone School","0450270",136,"7005 Gladstone Drive","Prince George",53.8592,-122.7633,583,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1985-02-28 00:00:00,NA,100205
"Prince George Glenview School Met_15","Prince George Glenview School","E224014",137,"7310 Cluff","Prince George",53.996,-122.776,750,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1996-12-11 00:00:00,NA,10
"Prince George Glenview School Met_60","Prince George Glenview School","E224014",138,"7310 Cluff","Prince George",53.996,-122.776,750,"OPERATIONAL","ENV","07 - Omineca-Peace","ON",1996-12-11 00:00:00,NA,10
"Prince George Hart Highlands","Prince George Hart Highlands","E225868",404,"3487 East Austin Road","Prince George",53.9894,-122.7858,740,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1997-04-04 00:00:00,NA,10
"Prince George Hwy 16/97 MAML","Prince George Hwy 16/97 MAML","E277370",214,"Roadside","Prince George",53.8963,-122.7666,595,"MOBILE NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",2009-03-09 00:00:00,NA,10
"Prince George Jail","Prince George Jail","0450322",139,"775 E Highway 16","Prince George",53.908018,-122.713337,616,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1981-01-01 00:00:00,NA,10
"Prince George Jail_60","Prince George Jail","M109915",405,"2nd Avenue","Prince George",53.9069,-122.7133,623,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1984-12-13 00:00:00,NA,10
"Prince George Lakewood","Prince George Lakewood","0450324",140,"4131 Rainbow Drive","Prince George",53.9156,-122.7958,584,"OPERATIONAL","INDUSTRY","07 - Omineca-Peace","ON",1982-04-15 00:00:00,NA,100206
"Prince George Lakewood_60","Prince George Lakewood","M109943",406,"Lakewood School","Prince George",53.9153,-122.7961,584,"NON OPERATIONAL","ENV","07 - Omineca-Peace","OFF",1984-12-17 00:00:00,NA,10
